Genre,Artist,Title,UniqueLinesRatio
Metal,Morbid Angel,Bleed for the Devil,0.6666666666666666
Metal,Morbid Angel,Abomination,1.0
Metal,Morbid Angel,Angel of Disease,1.0
Metal,Morbid Angel,Thy Kingdom Come,0.6470588235294118
Metal,Morbid Angel,Brainstorm,0.8
Metal,Morbid Angel,Curse The Flesh,0.7916666666666666
Metal,Morbid Angel,Praise The Strength,0.7674418604651163
Metal,Morbid Angel,At One With Nothing,1.0
Metal,Morbid Angel,Opening of the Gates,1.0
Metal,Cannibal Corpse,Born In a Casket,0.84
Metal,Cannibal Corpse,Rotting Head,0.9545454545454546
Metal,Cannibal Corpse,Rancid Amputation,1.0
Metal,Cannibal Corpse,Innards Decay,0.9629629629629629
Metal,Cannibal Corpse,Absolute Hatred,0.9565217391304348
Metal,Cannibal Corpse,Eaten From Inside,0.9310344827586207
Metal,Cannibal Corpse,Ecstacy in Decay,0.7391304347826086
Metal,Cannibal Corpse,Coffinfeeder,0.8297872340425532
Metal,Cannibal Corpse,The Wretched Spawn,0.8888888888888888
Metal,Cannibal Corpse,Cyanide Assassin,0.9534883720930233
Metal,Death,Denial of Life,0.7333333333333333
Metal,Death,Regurgitated Guts,0.8214285714285714
Metal,Death,Defensive Personalities,0.75
Metal,Death,Within The Mind,0.7307692307692307
Metal,Death,Secret Face,0.8695652173913043
Metal,Death,Lack of Comprehension,0.7
Metal,Death,Nothing is Everything,0.875
Metal,Death,Mentally Blind,0.7083333333333334
Metal,Death,Sacred Serenity,0.6666666666666666
Metal,Death,Without Judgement,0.6428571428571429
Rap,Eminem,Rap God,0.9802955665024631
Rap,Eminem,Lose Yourself,0.7659574468085106
Rap,Eminem,Not Afraid,0.7419354838709677
Rap,Eminem,Without Me,0.7972972972972973
Rap,Eminem,When IÂ´m gone,0.7473684210526316
Rap,Eminem,The Real Slim Shady,0.7961165048543689
Rap,Eminem,Mockingbird,0.9292929292929293
Rap,Eminem,No Love,0.8275862068965517
Rap,Eminem,Space Bound,0.8351648351648352
Rap,Eminem,Cleanin Out My Closet,0.7058823529411765
Rap,Snoop Dogg,Snoop D.O. Double G,0.8028169014084507
Rap,Snoop Dogg,Doggy Dogg World,0.9285714285714286
Rap,Snoop Dogg,Gin And Juice,0.847457627118644
Rap,Snoop Dogg,Snoop's Upside Your Head,0.8738738738738738
Rap,Snoop Dogg,Feel About Snoop,0.717391304347826
